,id_orig,year_orig,year,author_orig,author,title_orig,title,genre,source,title_short
414,SC0472,1818,1818,"Scott, Walter, Sir","Scott, Walter",The Heart of Mid Lothian in the Waverley Novels,"The Heart of Mid-Lothian [in, the Waverley Novels]",Historical,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print. | Sutherland, John. The Longman Companion to Victorian Fiction. 2nd ed. Harlow, England: Pearson Longman, 2009.",The Heart of Mid-Lothian
415,SC0473,1818,1818,"Shelley, Mary Wollstonecraft","Shelley, Mary Wollstonecraft",Frankenstein or The Modern Prometheus In Three Volumes,Frankenstein; or The Modern Prometheus. In Three Volumes.,Gothic,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print.|Literary Lab Corpus I",Frankenstein
416,SC0728,1831,1818,"Shelley, Mary Wollstonecraft","Shelley, Mary Wollstonecraft",Frankenstein Or The Modern Prometheus By the Author of The Last Man Revised Corrected And Illustrated With A New Introduction By The Author,Frankenstein; or The Modern Prometheus. In Three Volumes.,Gothic,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print.|Literary Lab Corpus I",Frankenstein
417,SC0474,1818,1818,"Smith, Elizabeth","Smith, Elizabeth",Fragments in prose and verse by Miss Elizabeth Smith with some account of her life and character by H M Bowdler,"Fragments in prose and verse / by Miss Elizabeth Smith ; with some account of her life and character, by H. M. Bowdler.",,,Fragments in prose and verse
418,SC0475,1818,1818,Stevens Grace Buchanan,Stevens Grace Buchanan,Llewellen or The vale of Phlinlimmon a novel In three volumes,"Llewellen, or, The vale of Phlinlimmon: : a novel. In three volumes",,,Llewellen
419,SC0476,1818,1818,Thomas Elizabeth Mrs fl 1806 1847,Thomas Elizabeth,Woman or Minor maxims A sketch In two volumes,"Woman; or, Minor maxims.: A sketch. In two volumes ..",,,Woman
420,SC0479,1819,1819,"Brown, Thomas (the elder pseud)","Brown, Thomas (the elder pseud)",London or A month at Steven s,"London, or, A month at Steven's",,,London
421,SC0480,1819,1819,"Harding, Anne Raikes","Harding, Anne Raikes",Decision a tale,Decision : a tale,,,Decision
423,SC0496,1820,1819,"Hope, Thomas","Hope, Thomas","Anastasius, or Memoirs of a Greek","Anastasius, or, Memoirs of a Greek ;",,,Anastasius
424,SC0483,1819,1819,"O'Keeffe, Miss Adelaide","O'Keeffe, Miss Adelaide",Dudley,Dudley.,,,Dudley
425,SC0484,1819,1819,"Porter, Anna Maria","Porter, Anna Maria",The Fast of St Magdalen A Romance,The Fast of St. Magdalen: A Romance,Gothic,Literary Lab Corpus I,The Fast of St Magdalen
426,SC0485,1819,1819,Rennie,Rennie,Saint Patrick a national tale of the fifth century,Saint Patrick : a national tale of the fifth century,,,Saint Patrick
427,SC0487,1819,1819,"Scott, Walter, Sir","Scott, Walter",A Legend of Montrose in the Waverley Novels,"A Legend of Montrose [in, the Waverley Novels]",Historical,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print. | Sutherland, John. The Longman Companion to Victorian Fiction. 2nd ed. Harlow, England: Pearson Longman, 2009.",A Legend of Montrose
428,SC0488,1819,1819,"Scott, Walter, Sir","Scott, Walter",Ivanhoe A Romance in the Waverley Novels,"Ivanhoe; A Romance [in, the Waverley Novels]",Historical,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print. | Sutherland, John. The Longman Companion to Victorian Fiction. 2nd ed. Harlow, England: Pearson Longman, 2009.",Ivanhoe
429,SC0489,1819,1819,"Scott, Walter, Sir","Scott, Walter",The Bride of Lammermoor in the Waverley Novels,"The Bride of Lammermoor [in, the Waverley Novels]",Historical,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print. | Sutherland, John. The Longman Companion to Victorian Fiction. 2nd ed. Harlow, England: Pearson Longman, 2009.",The Bride of Lammermoor
430,SC0490,1819,1819,Spence Elizabeth Isabella 1768 1832,"Spence, Elizabeth Isabella",A traveller s tale of the last century,A traveller's tale of the last century,,,A traveller's tale of the last century
431,SC0495,1820,1816,"Burney, Sarah Harriet","Burney, Sarah Harriet",Tales of fancy,Tales of fancy,,,Tales of fancy
432,SC0497,1820,1820,Huish Robert 1777 1850,"Huish, Robert",The brothers or The Castle of Niolo A romance,"The brothers; or, The Castle of Niolo. A romance",Gothic,Literary Lab Corpus I,The brothers
433,SC0498,1820,1820,Lady Humdrum,Lady Humdrum,Domestic scenes a novel,Domestic scenes : a novel,,,Domestic scenes
434,SC0499,1820,1820,Opie Amelia Alderson 1769 1853,"Opie, Amelia Alderson",Tales of the heart,Tales of the heart,,,Tales of the heart
435,SC0500,1820,1820,Roche Regina Maria 1764 1845,Regina Maria Roche,The Munster cottage boy A tale,The Munster cottage boy. A tale ..,,,The Munster cottage boy
436,SC0502,1821,1821,"Bennett, William","Bennett, William",The cavalier a romance,"The cavalier, a romance",,,The cavalier
437,SC0503,1821,1821,Frere B Benjamin,Frere B Benjamin,Rank and fashion or The mazes of life a novel in three volumes,"Rank and fashion!, or, The mazes of life : a novel in three volumes",,,Rank and fashion!
438,SC0504,1821,1821,"Galt, John","Galt, John",Annals Of The Parish Or The Chronicle of Dalmailing During The Ministry of The Rev Micah Balwhidder Written by Himself Arranged and Edited by The Author of The Ayrshire Legatees c,"Annals Of The Parish; Or The Chronicle of Dalmailing; During The Ministry of The Rev. Micah Balwhidder. Written by Himself. Arranged and Edited by The Author of ""The Ayrshire Legatees,"" &c.",Historical|Industrial,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print.|Literary Lab Corpus I",Annals Of The Parish
439,SC0505,1821,1821,"Galt, John","Galt, John",The Ayrshire Legatees or The Pringle Family By the Author of Annals of the Parish,"The Ayrshire Legatees; or, The Pringle Family. By the Author of ""Annals of the Parish""",,,The Ayrshire Legatees
440,SC0506,1821,1821,"Gaspey, Thomas","Gaspey, Thomas",Calthorpe or Fallen fortunes A novel,"Calthorpe; or, Fallen fortunes. A novel",,,Calthorpe
441,SC0507,1821,1821,Hawkins Laetitia Matilda 1760 1835,"Hawkins, Laetitia Matilda",Heraline or Opposite proceedings,"Heraline; or, Opposite proceedings",,,Heraline
442,SC0508,1821,1821,Hoole Innes fl 1821,"Hoole, Innes",Scenes at Brighton or How much a satirical novel,"Scenes at Brighton, or, ""How much?""; a satirical novel",,,Scenes at Brighton
443,SC0509,1821,1821,Kelty Mary Ann 1789 1873,Kelty Mary Ann,The favourite of nature,The favourite of nature :,,,The favourite of nature
444,SC0510,1821,1821,Lockhart J G John Gibson 1794 1854,Lockhart John Gibson,Valerius a Roman story,Valerius : a Roman story,,,Valerius
445,SC0511,1821,1821,Mackenzie Mary Jane,Mackenzie Mary Jane,Geraldine or Modes of faith and practice a tale in three volumes,"Geraldine : or, Modes of faith and practice : a tale, in three volumes",,,Geraldine
446,SC0512,1821,1821,Moore Alicia Radford,Moore Alicia Radford,The sisters a novel in four volumes,"The sisters: a novel, in four volumes",,,The sisters
447,SC0513,1821,1821,Porter Anna Maria 1780 1832,"Porter, Anna Maria",The village of Mariendorpt A tale,The village of Mariendorpt. A tale,,,The village of Mariendorpt
448,SC0514,1821,1821,"Scott, Walter, Sir","Scott, Walter",Kenilworth in the Waverley Novels,"Kenilworth [in, the Waverley Novels]",Historical,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print. | Sutherland, John. The Longman Companion to Victorian Fiction. 2nd ed. Harlow, England: Pearson Longman, 2009.",Kenilworth
449,SC0515,1821,1821,Sidney Philip Francis,Sidney Philip Francis,The ruling passion a comic story of the sixteenth century,The ruling passion : a comic story of the sixteenth century,,,The ruling passion
450,SC0516,1821,1821,Smith Charlotte,Smith Charlotte,The republican s mistress a novel founded upon facts,The republican's mistress; a novel founded upon facts,,,The republican's mistress
451,SC0517,1821,1821,Stanhope Louisa Sidney,"Stanhope, Louisa Sidney",The festival of Mora An historical romance,The festival of Mora. An historical romance,Historical,title inference,The festival of Mora
452,SC0524,1822,1822,"Bennett, William","Bennett, William",Malpas or Le poursuivant d amour a romance,"Malpas : or, Le poursuivant d'amour ; a romance",,,Malpas
453,SC0525,1822,1822,Cunningham Allan 1784 1842,Cunningham Allan,Traditional tales of the English and Scottish peasantry,Traditional tales of the English and Scottish peasantry,,,Traditional tales of the English and Scottish peasantry
454,SC0526,1822,1822,"Galt, John","Galt, John",The Provost By the Author of Annals Of The Parish Ayrshire Legatees and Sir Andrew Wylie,The Provost. By the Author of Annals Of The Parish; Ayrshire Legatees; and Sir Andrew Wylie.,Historical | National,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print. | Trumpener, Katie. ""National Character, Nationalist Plots: National Tale and Historical Novel in the Age of Waverley, 1806-1830."" Bardic Nationalism. New Jersey: Princeton University Press, 1997.",The Provost
455,SC0527,1822,1822,Gaspey Thomas 1788 1871,"Gaspey, Thomas",The Lollards a tale founded on the persecutions which marked the early part of the fifteenth century,"The Lollards: a tale, founded on the persecutions which marked the early part of the fifteenth century",,,The Lollards
456,SC0528,1822,1822,Green Sarah novelist,"Green, Sarah",Who is the bridegroom,Who is the bridegroom?,,,Who is the bridegroom?
457,SC0529,1822,1822,Hofland Mrs Barbara 1770 1844,"Hofland, Mrs. Barbara",Tales of the manor,Tales of the manor,,,Tales of the manor
458,SC0530,1822,1822,Hook James 1772 1828,"Hook, James",Pen Owen a novel,Pen Owen [a novel] ..,,,Pen Owen
459,SC0531,1822,1822,Kelty Mary Ann 1789 1873,Kelty Mary Ann,Osmond a tale,Osmond : a tale,,,Osmond
460,SC0532,1822,1822,Mary Arnald Houghton,Mary Arnald Houghton,The mysteries of the forest,The mysteries of the forest,Gothic|Historical,Literary Lab Corpus I Schöwerling,The mysteries of the forest
461,SC0533,1822,1822,Merrywhistle Marmaduke,Merrywhistle Marmaduke,Isn t it odd,Isn't it odd?,,,Isn't it odd?
462,SC0534,1822,1822,Opie Amelia Alderson 1769 1853,"Opie, Amelia Alderson",Madeline a tale,Madeline : a tale,,,Madeline
463,SC0535,1822,1822,Porter Anna Maria 1780 1832,"Porter, Anna Maria",Roche blanche or The hunters of the Pyrenees A romance,"Roche-blanche; or, The hunters of the Pyrenees. A romance",Gothic,Literary Lab Corpus I,Roche-blanche
464,SC0536,1822,1822,Quintin Poynet,Quintin Poynet,The Wizard Priest and The Witch,The Wizard Priest and The Witch,Gothic,Literary Lab Corpus I,The Wizard Priest and The Witch
465,SC0537,1822,1822,Scott Walter Sir 1771 1832,"Scott, Walter",The fortunes of Nigel,The fortunes of Nigel,Historical,"Sutherland, John. The Longman Companion to Victorian Fiction. 2nd ed. Harlow, England: Pearson Longman, 2009.",The fortunes of Nigel
466,SC0538,1822,1822,Scott Walter Sir 1771 1832,"Scott, Walter",The pirate,The pirate,Historical,"Sutherland, John. The Longman Companion to Victorian Fiction. 2nd ed. Harlow, England: Pearson Longman, 2009.",The pirate
467,SC0541,1822,1822,White Joseph Blanco 1775 1841,White Joseph Blanco,Vargas a tale of Spain,Vargas : a tale of Spain,,,Vargas
468,SC0542,1823,1823,"Balfour, Alexander","Balfour, Alexander",The foundling of Glenthorn or The smuggler s cave a novel,"The foundling of Glenthorn, or, The smuggler's cave : a novel",,,The foundling of Glenthorn
469,SC0543,1823,1823,"Beall, Noble Y","Beall, Noble Y",Precipitance a highland tale,Precipitance; a highland tale,,,Precipitance
470,SC0544,1823,1823,"Bennett, William","Bennett, William",The king of the peak,The king of the peak,,,The king of the peak
471,SC0545,1823,1823,Crumpe Miss,Crumpe Miss,Isabel St Albe or Vice and virtue a novel,"Isabel St. Albe, or Vice and virtue: a novel",,,Isabel St Albe
472,SC0546,1823,1823,Cuthbertson Catherine,Cuthbertson Catherine,The hut and the castle a romance,The hut and the castle : a romance,,,The hut and the castle
473,SC0547,1823,1823,"Galt, John","Galt, John",The Entail or The Lairds Of Grippy By The Author Of Annals Of The Parish c In Three Volumes,The Entail: or The Lairds Of Grippy. By The Author Of Annals Of The Parish ... &c. In Three Volumes.,Historical | National,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print. | Trumpener, Katie. ""National Character, Nationalist Plots: National Tale and Historical Novel in the Age of Waverley, 1806-1830."" Bardic Nationalism. New Jersey: Princeton University Press, 1997.",The Entail
474,SC0548,1823,1823,Gaspey Thomas 1788 1871,"Gaspey, Thomas",Other times or the monks of Leadenhall,"Other times; or, the monks of Leadenhall",Gothic,Literary Lab Corpus I,Other times
475,SC0549,1823,1823,Grattan Thomas Colley 1792 1864,"Grattan, Thomas Colley",High ways and by ways or Tales of the roadside picked up in the French provinces,"High-ways and by-ways; or, Tales of the roadside, picked up in the French provinces",,,High-ways and by-ways
476,SC0551,1823,1823,Kennedy Grace 1782 1825,"Kennedy, Grace",Willoughby or Reformation the influence of religious principles,"Willoughby; or, Reformation; the influence of religious principles..",,,Willoughby
477,SC0552,1823,1823,"Kennedy, Grace","Kennedy, Grace",Father Clement a Roman Catholic story by the author of The decision Profession is not principle c,"Father Clement : a Roman Catholic story / by the author of ""The decision,"" ""Profession is not principle,"" &c.",,,Father Clement
478,SC0553,1823,1823,"Lamb, Lady Caroline","Lamb, Lady Caroline",Ada Reis: a tale,Ada Reis : a tale,Silver Fork|Gothic,"Adburgham, Alison. ""Bibliographies, Silver Fork Novels"". Silver Fork Society : Fashionable Life and Literature From 1814 to 1840. London: Constable, 1983. 320-332.|Literary Lab Corpus I",Ada Reis
479,SC0554,1823,1823,Lockhart J G John Gibson 1794 1854,Lockhart John Gibson,Reginald Dalton,Reginald Dalton,,,Reginald Dalton
480,SC0555,1823,1823,Meeke Mary Mrs,Meeke Mary,What shall be shall be in four volumes,"What shall be, shall be: in four volumes",,,"What shall be, shall be"
481,SC0556,1823,1823,Moore Clara,Moore Clara,Isabella A novel,Isabella. A novel,,,Isabella
483,SC1443,1860,1860,"Scott, Walter, Sir","Scott, Walter",Peveril of the Peak,Peveril of the Peak.,Historical,"Sutherland, John. The Longman Companion to Victorian Fiction. 2nd ed. Harlow, England: Pearson Longman, 2009.",Peveril of the Peak
484,SC0560,1823,1823,"Scott, Walter, Sir","Scott, Walter",Quentin Durward in the Waverley Novels,"Quentin Durward [in, the Waverley Novels]",Historical,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print. | Sutherland, John. The Longman Companion to Victorian Fiction. 2nd ed. Harlow, England: Pearson Longman, 2009.",Quentin Durward
486,SC0575,1824,1823,Scott Walter Sir 1771 1832,"Scott, Walter",St Ronan s well,"St. Ronan's Well [in, the Waverley Novels]",Historical,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print. | Sutherland, John. The Longman Companion to Victorian Fiction. 2nd ed. Harlow, England: Pearson Longman, 2009.",St Ronan's Well
